Year,Ticker,Name,Currency,CurrentAssets,AmortizationGoodwill,AccountsPayable,Assets,AverageShortTermRate,BVPS,CapitalizedSoftware,CommonEquity,Cash,CashDelta,CNI,ContingentLiabilities,COGS,CommonSharesIssued,CommonSharesOutstanding,CommonShareholders,CommonCapital,CapitalizedLeases,DebtSeniorConvertible,DebtSubordinatedConvertible,DebtIssuance,DebtTiedtoPrime,Debt,AccumulatedDepreciation,CashDividends,DividendsCommon,DividendsPreferred,Dividends,EBITDA,EBIT,Employees,DilutedEPS,ForeignExchange,FinancingActivities,Goodwill,GoodwillAmortization,Gain/LossPretax,GrossProfit,InvestmentBankingIncome,InvestedCapital,InterestIncome,Intangibles,InterestCapitalized,Inventories,InvestingActivities,CurrentLiabilities,Liabilities,NI,OperatingIncome,PTI,PPEGross,PPENet,PreferredStock,Provisions,RetainedEarnings,Receivables,Revenue,Sales,SaleofCommonStock,Equity,SaleofProperty,IncomeTaxes,NetDeferredTaxAsset,NetDeferredTaxLiability,IncomeTaxesPayable,IncomeTaxesPaid,IncomeTaxRefund,Taxes,PreferredStockatCarryingValue,WorkingCapital,OperatingExpenses,PrepaidExpenses,RetirementExpenses,RDExpenses,SGA Expenses,StaffExpense,Expense,UnderwritingExpense,DividendsperShare,PriceClose,SIC,Industry,State/Province,WebURL
2017,OLBK,Old Line Bancshares Inc,USD,0,0,1652.9,2105.61,0,16.61,0,207.73,35.17,11.71,18.61,0,12.45,12.51,12.51,0,0.13,0,0,0,0.26,0,38.11,0,3.75,3.75,0,3.75,37.89,41.33,0.27,1.35,0,50.76,25.08,0,0,68.96,0,245.83,0,31.38,0,6.41,-63.21,0,1897.89,15.96,41.33,24.12,0,0,0,0,58.72,1696.36,81.41,81.41,0,207.73,0.07,0,11.76,4.44,0,4.87,0,8.15,0,0,40.08,0,1.29,0,27.63,0,0,0,0.32,29.44,6021,National Commercial Banks,MD,www.oldlinebank.com
2003,PSBC,Pacific State Bancorp/CA,USD,0,0,176.29,200.92,0,7.97,0,13.46,16.77,0,0,0,3.3,1.69,1.69,0,6.94,0,0,0,0,0,9.16,0,0,0,0,0,4.93,5.55,0.06,1.18,0,0,0.72,0,0,9.8,0,22.61,0,1.17,0,0,0,0,187.47,2.05,5.55,3.3,0,0,0,0,6.52,155.49,13.1,13.1,0,13.46,0,0,0,0,0,0,0,1.25,0,0,7.54,0,0.04,0,4.24,0,0,0,0,16.15,6021,National Commercial Banks,CA,0
2004,PSBC,Pacific State Bancorp/CA,USD,0,0,223.76,254.36,0,4.88,0,16.83,18.21,-0.67,0,0,3.56,3.45,3.45,0,7.16,0,0,0,3.61,0,8.76,0,0,0,0,0,6.87,7.44,0.07,0.84,0,50.26,0.72,0,0,12.47,0,25.59,0,1,0,0,-54.62,0,237.53,3.17,7.44,5.04,0,0,0,0,9.67,199.54,16.03,16.03,0,16.83,0,0,1.31,0.16,0,1.85,0,1.87,0,0,8.59,0,0.05,0,5.03,0,0,0,0,20.5,6021,National Commercial Banks,CA,0
2005,PSBC,Pacific State Bancorp/CA,USD,0,0,273.07,309.61,0,6.08,0,21.37,19.12,7.01,0,0,5.28,3.51,3.51,0,7.56,0,0,0,0,0,8.76,0,0,0,0,0,9.19,9.79,0.08,1.1,0,49.71,0.72,0,0,15.98,0,30.14,0,0.94,0,0,-47.53,0,288.24,4.29,9.79,6.88,0,0,0,0,13.82,241.56,21.26,21.26,0,21.37,0,0,1.53,0.16,0,2.08,0,2.6,0,0,11.47,0,0.03,0,6.19,0,0,0,0,18.5,6021,National Commercial Banks,CA,0
2006,PSBC,Pacific State Bancorp/CA,USD,0,0,341,386.75,0,7.94,0,29.06,50.62,31.5,0,0,9.55,3.66,3.66,0,9.65,0,0,0,0,0,8.76,0,0,0,0,0,12,12.4,0.08,1.41,0,70.69,0.72,0,0,19.53,0,37.82,0,0.87,0,0,-44.7,0,357.69,5.54,12.4,9.17,0,0,0,0,19.41,287.32,29.08,29.08,0,29.06,0,0,1.72,0.39,0,3.81,0,3.63,0,0,16.68,0,0.02,0,7.13,0,0,0,0,21.74,6021,National Commercial Banks,CA,0
2007,PSBC,Pacific State Bancorp/CA,USD,0,0,341.82,431.07,0,9.19,0,34.04,48.67,-4.94,0,0,15.27,3.7,3.7,0,10.42,0,0,0,35.1,0,13.76,0,0,0,0,0,0,11.22,0.08,1.14,0,36.38,0.72,0,0,18.44,0,47.8,0,0.81,0,0,-48.98,0,397.04,4.55,11.22,7.44,0,0,0,0,23.62,308.46,33.71,33.71,0,34.04,0,0,2.76,0.45,0,2.5,0,2.89,0,0,22.49,0,0.02,0,7.22,0,0,0,0,12.57,6021,National Commercial Banks,CA,0
2008,PSBC,Pacific State Bancorp/CA,USD,0,0,340.98,421.45,0,7.34,0,27.28,38.51,-7.16,0,0,19.24,3.72,3.72,0,10.77,0,0,0,0,0,48.76,0,0,0,0,0,-7.64,-7.64,0.09,-1.4,0,-0.76,0.72,0,2.57,0.19,0,76.05,0,0.75,0,2.03,-9.25,0,394.17,-5.19,-7.64,-10.56,0,0,0,0,16.52,301.95,19.43,19.43,0,27.28,0,0,11.07,2.14,0,0,0,-5.37,0,0,27.07,0,0.07,0,7.83,0,0,0,0,1.9,6021,National Commercial Banks,CA,0
2009,PSBC,Pacific State Bancorp/CA,USD,0,0,322.43,369.85,0,1.53,0,5.68,56.09,17.57,-21.66,0,23.17,3.72,3.72,0,10.82,0,0,0,0,0,11.76,0,0,0,0,0,-11.82,-11.82,0.09,-6.19,0,-29.56,0,0,0,-4.44,0,17.44,0,0,0,10.93,41.76,0,364.17,-23.04,-11.82,-23.38,0,0,0,0,-5.14,245.85,18.73,18.73,0,5.68,0,0,1.67,0.93,0,0,0,-0.34,0,0,30.55,0,0.04,0,7.38,0,0,0,0,0.37,6021,National Commercial Banks,CA,0
2005,KLIB,Killbuck Bancshares Inc,USD,0,0,250.35,298.05,0,57.17,0,37.05,33.33,11.67,0,0,4.55,0.72,0.65,0,8.85,0,0,0,1.7,0,3.27,0,1.44,1.44,0,1.44,0,8.11,0.12,6.44,0,-0.4,1.33,0,0,13.34,0,40.32,0,1.33,0,0.8,6.92,0,261,4.21,8.11,5.72,0,0,0,0,34.27,206.24,17.88,17.88,0,37.05,0,0,0.83,0.64,0,1.23,0,1.51,0,0,9.77,0,0.28,0,5.22,0,0,0,2.2,101.44,6021,National Commercial Banks,OH,www.killbuckbank.com
2006,KLIB,Killbuck Bancshares Inc,USD,0,0,264.3,313.21,0,61.24,0,39.13,42.71,9.37,0,0,6.13,0.72,0.64,0,8.85,0,0,0,0,0,2.55,0,2.24,2.24,0,2.24,0,9.69,0.13,8.14,0,9.7,1.33,0,0,15.21,0,41.69,0,1.33,0,0.25,-5.64,0,274.07,5.22,9.69,7.22,0,0,0,0,37.32,191.93,21.35,21.35,0,39.13,0,0,0.62,0.7,0,1.98,0,1.99,0,0,11.65,0,0.3,0,5.52,0,0,0,3.5,110.75,6021,National Commercial Banks,OH,www.killbuckbank.com
2007,KLIB,Killbuck Bancshares Inc,USD,0,0,285.45,336.34,0,65.27,0,41.12,41.17,-1.53,0,0,8.2,0.72,0.63,0,8.85,0,0,0,0,0,1.81,0,2.37,2.37,0,2.37,0,9.23,0.13,7.73,0,17.46,1.33,0,0,14.97,0,42.93,0,1.33,0,0.17,-24.07,0,295.22,4.91,9.23,6.8,0,0,0,0,40.35,196.52,23.16,23.16,0,41.12,0,0,0.67,1.01,0,2.02,0,1.89,0,0,13.93,0,0.32,0,5.74,0,0,0,3.75,115,6021,National Commercial Banks,OH,www.killbuckbank.com
2008,KLIB,Killbuck Bancshares Inc,USD,0,0,288.95,341.34,0,69.14,0,42.94,40.32,-0.86,0,0,6.58,0.72,0.62,0,8.85,0,0,0,0,0,1.16,0,1.84,1.84,0,1.84,0,8.08,0.13,7.12,0,0.68,1.33,0,0,14.09,0,44.1,0,1.33,0,0,-5.65,0,298.4,4.46,8.08,5.56,0,0,0,0,43.11,200.45,20.66,20.66,0,42.94,0,0,0.83,0.87,0,1.34,0,1.1,0,0,12.59,0,0.34,0,6.01,0,0,0,2.95,114.48,6021,National Commercial Banks,OH,www.killbuckbank.com
2009,KLIB,Killbuck Bancshares Inc,USD,0,0,321.3,371.98,0,69.79,0,43.06,45.51,5.2,2.51,0,4.48,0.72,0.62,0,8.85,0,0,0,0,0,0.9,0,1.85,1.85,0,1.85,7.04,7.04,0.13,5.07,0,28.59,1.33,0,0,13.06,0,43.96,0,1.33,0,0.27,-25.53,0,328.92,3.14,7.04,3.97,0,0,0,0,43.76,207.58,17.54,17.54,0,43.06,0,0,0.8,0.51,0,0.91,0,0.84,0,0,10.49,0,0.35,0,6.02,0,0,0,3,103,6021,National Commercial Banks,OH,www.killbuckbank.com
2010,KLIB,Killbuck Bancshares Inc,USD,0,0,356.19,405.07,0,70.91,0,43.68,66.42,20.91,2.58,0,4.28,0.72,0.62,0,8.85,0,0,0,0,0,0.4,0,1.88,1.88,0,1.88,6.35,6.35,0.12,4.83,0,30.29,1.33,0,0,12.22,0,44.08,0,1.33,0,0.32,-13.5,0,361.39,2.98,6.35,3.49,0,0,0,0,44.46,205.08,16.5,16.5,0,43.68,0,0,1.24,0.48,0,0.74,0,0.51,0,0,10.15,0,0.34,0,5.86,0,0,0,3.05,102.9,6021,National Commercial Banks,OH,www.killbuckbank.com
2011,KLIB,Killbuck Bancshares Inc,USD,0,0,389.06,436.53,0,73.65,0,45.22,54.7,-11.73,3.66,0,3.81,0.72,0.61,0,8.85,0,0,0,0,0,0.23,0,1.88,1.88,0,1.88,6.07,6.07,0.12,4.67,0,27.89,1.33,0,0.25,12.28,0,45.45,0,1.33,0,0,-43.24,0,391.31,2.88,6.07,3.48,0,0,0,0,46.24,224.33,16.09,16.09,0,45.22,0.33,0,0.74,0.53,0,0.42,0,0.6,0,0,10.02,0,0.36,0,6.21,0,0,0,3.05,109.29,6021,National Commercial Banks,OH,www.killbuckbank.com
2014,KLIB,Killbuck Bancshares Inc,USD,0,0,429.3,479.84,0,81.67,0,49.41,31.12,3.4,5.14,0,2.21,0.72,0.61,0,8.85,0,0,0,0,0,0.08,0,1.88,1.88,0,1.88,8.02,8.02,0,6.75,0,12.97,1.33,0,0,14.5,0,49.49,0,1.33,0,0.57,-13.7,0,430.43,4.09,8.02,5.35,0,0,0,0,51.42,262.2,16.71,16.71,0,49.41,0,0,0.71,0.49,0,1.26,0,1.26,0,0,8.68,0,0.34,0,6.47,0,0,0,3.1,112,6021,National Commercial Banks,OH,www.killbuckbank.com
2015,KLIB,Killbuck Bancshares Inc,USD,0,0,439.52,492.32,0,86.42,0,51.68,25.39,-5.74,4.95,0,1.88,0.72,0.6,0,8.85,0,0,0,0,0,0.02,0,1.9,1.9,0,1.9,8.93,8.93,0,7.59,0,7.48,1.33,0,0,15.98,0,51.7,0,1.33,0,0.25,-18.67,0,440.64,4.57,8.93,6.09,0,0,0,0,54.47,286.39,17.86,17.86,0,51.68,0,0,0.79,0.61,0,1.63,0,1.52,0,0,8.94,0,0.36,0,7.05,0,0,0,3.15,111,6021,National Commercial Banks,OH,www.killbuckbank.com
2014,KISB,Kish Bancorp Inc,USD,0,0,508.62,659.6,0,39.91,0,48.85,18.44,1.25,9.95,0,5.26,1.35,1.22,0,0.67,0,0,0,17.4,0,73.58,0,2.01,2.01,0,2.01,9.56,10.62,0,3.6,0,19.15,1.67,0,0,24.82,0,122.43,0,2.4,0,0.28,-23.14,0,610.75,4.36,10.62,5.13,0,0,0,0,50.14,414.06,30.08,30.08,0,48.85,0,0,3.84,2.08,0,0.69,0,0.77,0,0,19.46,0,0.29,0,14.2,0,0,0,1.64,38.65,6021,National Commercial Banks,PA,www.kishbank.com
2015,KISB,Kish Bancorp Inc,USD,0,0,542.63,696.9,0,41.69,0,51.28,20.06,1.37,4.37,0,5.12,1.35,1.23,0,0.67,0,0,0,18.12,0,68.62,0,2.11,2.11,0,2.11,9.38,10.47,0,3.69,0,32.61,1.67,0,0,26.17,0,119.9,0,2.16,0,1.4,-35.01,0,645.61,4.49,10.47,5.13,0,0,0,0,52.39,445.43,31.29,31.29,0,51.28,0,0,3.89,2.04,0,0.88,0,0.63,0,0,20.83,0,0.31,0,15.71,0,0,0,1.72,43,6021,National Commercial Banks,PA,www.kishbank.com
2016,KISB,Kish Bancorp Inc,USD,0,0,561.93,725.07,0,43.57,0,53.59,23.9,3.35,4.3,0,5.7,1.35,1.23,0,0.67,0,0,0,26.52,0,82.56,0,2.13,2.13,0,2.13,10.18,11.21,0,3.77,0,22.96,1.67,0,0,27.43,0,136.16,0,2.12,0,1.01,-25.07,0,671.48,4.62,11.21,5.25,0,0,0,0,54.56,488.59,33.13,33.13,0,53.59,0,0,4.23,1.85,0,0.84,0,0.64,0,0,21.92,0,0.33,0,16.22,0,0,0,1.72,46,6021,National Commercial Banks,PA,www.kishbank.com
2017,KISB,Kish Bancorp Inc,USD,0,0,653.69,811.19,0,45.07,0,56.34,47.38,23.48,4.46,0,6.63,1.35,1.25,0,0.67,0,0,0,6.57,0,74.37,0,2.3,2.3,0,2.3,10.5,11.51,0,3.33,0,80.43,2.14,0,0,29.03,0,130.71,0,2.56,0,1.53,-61.18,0,754.85,4.14,11.51,5.14,0,0,0,0,56.72,569.01,35.65,35.65,0,56.34,0,0,2.99,1.2,0,1.23,0,1,0,0,24.14,0,0.36,0,17.51,0,0,0,1.84,58,6021,National Commercial Banks,PA,www.kishbank.com
2001,LCNB,LCNB Corp,USD,0,0,414.77,480.44,0,28.08,0,49.51,34.24,0,0,0,14.61,1.78,1.76,0,10.56,0,0,0,0,0,10.95,0,0,3.27,0,3.27,13.15,13.15,0.25,3.43,0,0,0,0,0,22.4,0,60.45,0,3.73,0,0,0,0,430.93,6.07,13.15,8.51,0,0,0,0,28.91,325.17,37.01,37.01,0,49.51,0,0,0,0,0,0,0,2.44,0,0,23.86,0,0.58,0,9.25,0,0,0,0.95,41.1,6021,National Commercial Banks,OH,www.lcnb.com
2002,LCNB,LCNB Corp,USD,0,0,442.22,506.75,0,30.17,0,51.93,25.6,0,0,0,11.02,1.78,1.72,0,10.56,0,0,0,0,0,7.22,0,0,3.49,0,3.49,14.63,14.63,0.25,3.79,0,0,0,0,0,24.77,0,59.15,0,3.12,0,0,0,0,454.82,6.54,14.63,9.06,0,0,0,0,33.01,322.83,35.79,35.79,0,51.93,0,0,0,0,0,0,0,2.52,0,0,21.16,0,0.66,0,10.14,0,0,0,2.03,49.51,6021,National Commercial Banks,OH,www.lcnb.com
2003,LCNB,LCNB Corp,USD,0,0,463.03,523.61,0,31.09,0,52.45,34.41,0,0,0,9.34,1.78,1.69,0,10.56,0,0,0,0,0,2.77,0,0,3.63,0,3.63,14.22,14.22,0.22,3.94,0,0,0,0,0,24.9,0,55.22,0,2.83,0,0,0,0,471.16,6.74,14.22,9.17,0,0,0,0,35.69,315.68,34.23,34.23,0,52.45,0,0,0,0,0,0,0,2.43,0,0,20.02,0,0.64,0,10.68,0,0,0,2.13,70.75,6021,National Commercial Banks,OH,www.lcnb.com
2004,LCNB,LCNB Corp,USD,0,0,463.9,522.25,0,15.71,0,52.3,43.12,8.71,0,0,7.86,3.55,3.33,0,10.56,0,0,0,0,0,3.34,0,3.73,3.73,0,3.73,14.01,14.01,0.22,1.97,0,-6.01,0,0,0.4,25.05,0,55.64,0,2.17,0,0,4.49,0,469.96,6.6,14.01,9.05,0,0,0,0,37.26,334.44,32.9,32.9,0,52.3,0,0,1.01,1.04,0,2.42,0,2.45,0,0,18.9,0,0.6,0,11.04,0,0,0,1.12,38.8,6021,National Commercial Banks,OH,www.lcnb.com
2005,LCNB,LCNB Corp,USD,0,0,481.48,539.5,0,15.87,0,52.02,15.32,-27.79,0,0,9.37,3.55,3.28,0,10.56,0,0,0,0,0,1.11,0,3.83,3.83,0,3.83,14.39,14.39,0.23,2.03,0,11.51,0,0,0.09,26.07,0,53.13,0,1.58,0,0,-47.75,0,487.48,6.71,14.39,8.95,0,0,0,0,38.91,357.65,35.44,35.44,0,52.02,0.33,0,1.48,0.8,0,2.37,0,2.24,0,0,21.05,0,0.61,0,11.68,0,0,0,1.16,37.15,6021,National Commercial Banks,OH,www.lcnb.com
2006,LCNB,LCNB Corp,USD,0,0,478.62,548.22,0,15.99,0,51,15.51,0.18,0,0,12.38,3.55,3.19,0,10.56,0,0,0,0,0,0,0,3.88,3.88,0,3.88,0,14.24,0.23,2.01,0,2.29,0,0,0,26.52,0,51,0,1.43,0,0.75,-10.39,0,497.22,6.51,14.24,8.68,0,0,0,0,41.1,388.32,38.89,38.89,0,51,0.01,0,1.8,0.8,0,2.2,0,2.17,0,0,24.66,0,0.65,0,12.28,0,0,0,1.2,36,6021,National Commercial Banks,OH,www.lcnb.com
2007,LCNB,LCNB Corp,USD,0,0,535.93,604.06,0,8.45,0,56.53,31.19,15.69,0,0,14.1,7.45,6.69,0,11.07,0,0,0,5,0,5,0,3.94,3.94,0,3.94,0,13.52,0.24,0.94,0,-0.47,5.74,0,0,26.23,0,61.53,0,6.91,0,0.85,8.42,0,547.53,5.95,13.52,7.89,0,0,0,0,42.44,444.42,40.34,40.34,0,56.53,0.01,0,2.19,0.61,0,2.24,0,1.94,0,0,26.81,0,0.77,0,12.71,0,0,0,0.62,11.5,6021,National Commercial Banks,OH,www.lcnb.com
2008,LCNB,LCNB Corp,USD,0,0,577.62,649.73,0,8.69,0,58.12,18.02,-13.17,0,0,14.04,7.45,6.69,0,11.07,0,0,0,0,0,5,0,4.28,4.28,0,4.28,0,14.79,0.25,0.99,0,38.16,5.92,0,0,28.76,0,63.12,0,6.72,0,0.04,-59.74,0,591.62,6.6,14.79,8.83,0,0,0,0,43.99,451.34,42.8,42.8,0,58.12,0,0,2.97,1.32,0,2.38,0,2.23,0,0,28.01,0,0.9,0,13.97,0,0,0,0.64,9,6021,National Commercial Banks,OH,www.lcnb.com
2009,LCNB,LCNB Corp,USD,0,0,624.18,734.41,0,9.81,0,65.62,12.63,-5.39,12.27,0,11.46,7.45,6.69,0,11.07,0,0,0,21,0,24.96,0,4.81,4.28,1.11,5.39,0,17.7,0.25,0.99,0,73.77,5.92,0,0,32.17,0,90.58,0,6.8,0,2.47,-87.9,0,668.79,7.77,17.7,10.05,0,0,0,0,50.88,457.42,43.63,43.63,0,65.62,0.02,0,1.89,2.15,0,2.25,0,2.29,0,0,25.93,0,0.22,0,14.47,0,0,0,0.64,10.5,6021,National Commercial Banks,OH,www.lcnb.com
2010,LCNB,LCNB Corp,USD,0,0,638.54,760.13,0,10.57,0,70.71,11,-1.63,9.3,0,10.01,7.45,6.69,0,11.07,0,0,0,0,0,18.12,0,4.28,4.28,0,4.28,18.87,18.87,0.23,1.39,0,15.67,5.92,0,0,32.91,0,88.83,0,6.56,0,2.09,-31.09,0,689.43,9.37,18.87,11.63,0,0,0,0,55.89,452.35,42.92,42.92,0,70.71,0.02,0,1.93,2.06,0,2.47,0,2.49,0,0,24.05,0,0.53,0,14.04,0,0,0,0.64,11.95,6021,National Commercial Banks,OH,www.lcnb.com
2011,LCNB,LCNB Corp,USD,0,0,663.56,791.57,0,11.63,0,77.96,19.54,8.54,11.3,0,8.48,7.46,6.71,0,26.75,0,0,0,5,0,15.37,0,4.28,4.28,0,4.28,16.84,16.84,0.24,1.2,0,19.09,5.92,0,0,31.38,0,93.33,0,6.45,0,1.62,-21.21,0,713.61,8.12,16.84,9.53,0,0,0,0,62.91,458.33,39.86,39.86,0,77.96,0.02,0,2.32,3.83,0,3.63,0,2.21,0,0,23.02,0,0.98,0,14.54,0,0,0,0.64,12.95,6021,National Commercial Banks,OH,www.lcnb.com
2012,LCNB,LCNB Corp,USD,0,0,671.47,788.64,0,12.18,0,82.01,13.48,-6.06,7.96,0,6.24,7.49,6.73,0,27.11,0,0,0,0,0,13.71,0,4.02,4.3,0,4.3,18.36,18.36,0.22,1.22,0,-11.54,5.92,0,0,32.75,0,95.71,0,6.45,0,2.19,-5.51,0,706.63,8.27,18.36,11.07,0,0,0,0,66.56,450.35,38.99,38.99,0,82.01,0.01,0,2.57,3.95,0,2.17,0,2.8,0,0,20.63,0,0.81,0,14.39,0,0,0,0.64,13.7,6021,National Commercial Banks,OH,www.lcnb.com
2013,LCNB,LCNB Corp,USD,0,0,785.76,932.34,0,12.8,0,118.87,14.69,1.21,2.34,0,4.65,10.04,9.29,0,66.79,0,0,0,0,0,11.84,0,4.86,5.15,0,5.15,21.17,21.17,0.25,1.1,0,-8.65,14.19,0,0,37.93,0,130.71,0,16.98,0,1.46,-0.59,0,813.47,8.78,21.17,11.72,0,0,0,0,63.75,570.77,42.59,42.59,0,118.87,0,0,4.79,2.85,0,3.69,0,2.94,0,0,21.41,0,0.95,0,16.76,0,0,0,0.64,17.87,6021,National Commercial Banks,OH,www.lcnb.com
2014,LCNB,LCNB Corp,USD,0,0,946.21,1108.07,0,13.5,0,125.7,15.85,1.16,12.38,0,4.52,10.07,9.31,0,67.18,0,0,0,0,0,6.36,0,5.64,5.95,0,5.95,24.79,24.79,0.28,1.05,0,-3.78,27.64,0,0,44.1,0,132.05,0,32.42,0,1.37,-11,0,982.37,9.87,24.79,13.26,0,0,0,0,70.18,695.84,48.62,48.62,0,125.7,0.18,0,3.7,2.54,0,2.61,0,3.39,0,0,23.83,0,1.54,0,19.31,0,0,0,0.64,15.07,6021,National Commercial Banks,OH,www.lcnb.com
2015,LCNB,LCNB Corp,USD,0,0,1087.16,1280.53,0,14.12,0,140.11,14.99,-0.86,10.93,0,4.69,10.68,9.93,0,76.91,0,0,0,0,0,5.6,0,5.92,6.24,0,6.24,26.93,26.93,0.28,1.17,0,51.47,30.18,0,0,48.09,0,145.71,0,35.58,0,0.85,-65.57,0,1140.42,11.47,26.93,15.7,0,0,0,0,74.87,767.81,52.78,52.78,0,140.11,0.02,0,3.91,2.59,0,4.82,0,4.22,0,0,25.85,0,1.85,0,21.16,0,0,0,0.64,16.36,6021,National Commercial Banks,OH,www.lcnb.com
2016,LCNB,LCNB Corp,USD,0,0,1110.91,1306.8,0,14.3,0,142.94,18.87,3.88,9.63,0,4.42,10.75,10,0,76.49,0,0,0,0,0,0.3,0,6.05,6.38,0,6.38,28.65,28.65,0.28,1.25,0,15.91,30.18,0,0,50.19,0,143.25,0,34.77,0,0,-27.52,0,1163.86,12.48,28.65,16.93,0,0,0,0,78.12,816.23,54.6,54.6,0,142.94,0.06,0,4.89,3.27,0,4.42,0,4.44,0,0,25.95,0,1.62,0,21.53,0,0,0,0.64,23.25,6021,National Commercial Banks,OH,www.lcnb.com
2017,LCNB,LCNB Corp,USD,0,0,1085.82,1295.64,0,14.99,0,150.27,25.39,6.52,13.25,0,3.81,10.78,10.02,0,76.98,0,0,0,0,0,0.06,0,6.09,6.41,0,6.41,28.74,28.74,0.31,1.29,0,-26.42,30.18,0,0,51.11,0,150.33,0,33.98,0,0,14.8,0,1145.37,12.97,28.74,17.24,0,0,0,0,84.96,845.66,54.92,54.92,0,150.27,0.27,0,2.89,3.14,0,2.19,0,4.27,0,0,26.18,0,1.51,0,22.37,0,0,0,0.64,20.45,6021,National Commercial Banks,OH,www.lcnb.com
1995,HOPE,Hope Bancorp Inc,USD,0,0,78.08,86.66,0,2.56,0,6.89,16.47,0,0,0,2.31,2.7,2.7,0,8.09,0,0,0,0,0,0,0,0,0,0,0,2.89,3.05,0,0.62,0,0,0,0,0,6.12,0,6.89,0,0,0,0.89,0,0,79.77,1.15,3.05,0.78,0,0,0,0,-4.13,53.73,8.43,8.43,0,6.89,0,0,0,0,0,0,0,-0.38,0,0,5.38,0,0,0,3.07,0,0,0,0,0,6021,National Commercial Banks,CA,bankofhope.com
1996,HOPE,Hope Bancorp Inc,USD,0,0,110.21,122.48,0,3.25,0,9.74,23.22,0,0,0,3.52,3,3,0,8.99,0,0,0,0,0,0,0,0,0,0,0,4.03,4.27,0,0.73,0,0,0,0,0,8.58,0,9.74,0,0,0,0,0,0,112.73,2.06,4.27,1.96,0,0,0,0,-2.18,78.63,12.1,12.1,0,9.74,0,0,0,0,0,0,0,-0.1,0,0,7.83,0,0,0,4.31,0,0,0,0,4.5,6021,National Commercial Banks,CA,bankofhope.com
1997,HOPE,Hope Bancorp Inc,USD,0,0,158.64,181.13,0,4.85,0,19.63,43.15,0,0,0,5.33,4.05,4.05,0,12.14,0,0,0,0,0,0,0,0,0,0,0,6.85,6.96,0,0.83,0,0,0,0,0,12.75,0,19.63,0,0,0,0.05,0,0,161.51,2.7,6.96,3.81,0,0,0,0,0.61,107.88,18.08,18.08,0,19.63,0,0,0,0,0,0,0,1.11,0,0,11.12,0,0,0,5.78,0,0,0,0,9.38,6021,National Commercial Banks,CA,bankofhope.com
1998,HOPE,Hope Bancorp Inc,USD,0,0,249.31,276.13,0,5.64,0,22.81,75.56,0,0,0,7.54,4.05,4.05,0,12.14,0,0,0,0,0,0,0,0,0,0,0,9.38,9.41,0,0.75,0,0,0,0,0,17.39,0,22.81,0,1.95,0,0.01,0,0,253.32,3.2,9.41,4.93,0,0,0,0,3.79,164.71,24.93,24.93,0,22.81,0,0,0,0,0,0,0,1.73,0,0,15.51,0,0,0,7.98,0,0,0,0,8.5,6021,National Commercial Banks,CA,bankofhope.com
1999,HOPE,Hope Bancorp Inc,USD,0,0,319.87,358.9,0,6.07,0,26.73,65.96,0,0,0,11.31,4.4,4.4,0,13.21,0,0,0,0,0,4.3,0,0,0,0,0,10.74,11.15,0,0.87,0,0,0,0,0,21.97,0,31.03,0,1.75,0,0.21,0,0,332.17,3.97,11.15,5.63,0,0,0,0,4.5,235.29,33.28,33.28,0,26.73,0,0,0,0,0,0,0,1.66,0,0,22.13,0,0,0,10.81,0,0,0,0,9.5,6021,National Commercial Banks,CA,bankofhope.com
2000,HOPE,Hope Bancorp Inc,USD,0,0,527.71,601.66,0,8.15,0,44.51,138.72,0,0,0,13.05,5.46,5.46,0,16.39,0,0,0,0,0,9.3,0,0,0,0,0,24.04,24.04,0.27,1.98,0,0,0,0,0,42.07,0,53.81,0,1.55,0,0.3,0,0,557.15,10.46,24.04,17.24,0,0,0,0,12.4,354.82,55.12,55.12,0,44.51,0,0,0,0,0,0,0,6.78,0,0,31.08,0,0.15,0,18.03,0,0,0,0,20,6021,National Commercial Banks,CA,bankofhope.com
2001,HOPE,Hope Bancorp Inc,USD,0,0,589.84,679.44,0,9.95,0,55.43,73.08,0,0,0,17.72,5.57,5.57,0,0.01,0,0,0,0,0,18.97,0,0,0.82,0,0.82,24.32,24.32,0.26,1.85,0,0,0,0,0,45.46,0,74.39,0,2.53,0,3.66,0,0,624.01,10.78,24.32,17.1,0,0,0,0,22.43,498.48,63.18,63.18,0,55.43,0,0,0,0,0,0,0,6.32,0,0,38.87,0,0.21,0,21.15,0,0,0,0.15,15.25,6021,National Commercial Banks,CA,bankofhope.com
2002,HOPE,Hope Bancorp Inc,USD,0,0,816.92,979.25,0,12.23,0,65.37,104.84,0,0,0,16.15,5.35,5.35,0,0.01,0,0,0,0,0,32.41,0,0,2.19,0,2.19,27.45,27.45,0.29,2.7,0,0,0.88,0.05,0,50.42,0,97.78,0,4.47,0,6.37,0,0,913.88,15.5,27.45,18.08,0,0,0,0,32.43,715.02,66.57,66.57,0,65.37,0,0,0,0,0,0,0,6.78,0,0,39.12,0,0.22,0,22.97,0,0,0,0.4,20.66,6021,National Commercial Banks,CA,bankofhope.com
